RoundedX,RoundedY
-652,3379
-647,3384
-647,3389
-642,3394
-642,3394
-637,3399
-632,3404
-632,3409
-627,3414
-627,3419
-622,3419
-622,3424
-617,3429
-612,3434
-612,3439
-607,3444
-607,3449
-602,3449
-602,3454
-597,3459
-592,3464
-592,3469
-587,3474
-587,3479
-582,3479
-577,3484
-577,3489
-572,3494
-572,3499
-567,3504
-567,3509
-562,3509
-557,3514
-557,3519
-552,3524
-552,3529
-547,3534
-547,3539
-542,3539
-537,3544
-537,3549
-532,3554
-532,3559
-527,3564
-527,3569
-522,3569
-517,3574
-517,3579
-512,3584
-512,3589
-507,3594
-502,3599
-502,3599
-497,3604
-497,3609
-492,3614
-492,3619
-487,3624
-482,3629
-482,3629
